ID,Aribnb Property ID,Homeaway Property ID,M Homeaway Property ID,Title,Room Type,Property Type,Avg. Daily Rate,Occupancy,Revenue,Total Reviews,Rating,Bedrooms,Bathrooms,Accommodates,Latitude,Longitude,Days Available,Image Cover,Link,Regions
11187213,29002619,,,Downtown Santa Monica Studio Apartment!,Entire home/apt,Rental unit,89,1,2759,2,10,0,1,2,34.01796,-118.49128,31,https://a0.muscache.com/im/pictures/b82c4c21-7404-4ef5-b6bc-c67346983414.jpg?aki_policy=x_large,https://airbnb.com/rooms/29002619,26325
11194349,25554996,,,Breezy Santa Monica short walk to beach & shopping,Private room,Rental unit,142.5,1,2850,100,9.5,1,1,2,34.0106,-118.48002,20,https://a0.muscache.com/im/pictures/9b92e95a-adf5-483d-99f7-e1d5aa01c2df.jpg?aki_policy=x_large,https://airbnb.com/rooms/25554996,26613
11228006,29103562,,,Lovely Santa Monica 1Bed/1Bath Near Beach & 3rd St,Entire home/apt,Rental unit,140.28206,0.61904764,5471,10,9.2,1,1,2,34.02286,-118.50084,63,https://a0.muscache.com/im/pictures/51d2b501-5144-4414-8008-dfe3a61ab2cc.jpg?aki_policy=x_large,https://airbnb.com/rooms/29103562,26611
11333494,29362709,,,Chic & Spacious Apartment in Santa Monica.,Entire home/apt,Condo,203.18333,0.82758623,24382,72,9.8,2,2,4,34.02515,-118.48638,145,https://a0.muscache.com/im/pictures/cbb6c203-2708-4e01-b053-365178c18a4b.jpg?aki_policy=x_large,https://airbnb.com/rooms/29362709,26612
11375435,29709673,,,Master suite with bathroom and walk in closet,Private room,Home,156.53699,0.92561984,52596.43,17,10,1,1.5,2,34.03873,-118.48351,363,https://a0.muscache.com/im/pictures/65576817-4c07-4246-8998-53911d08a99c.jpg?aki_policy=x_large,https://airbnb.com/rooms/29709673,26611
11383726,29124833,,1486522,Santa Monica Private Beach Bungalow - Steps 2 Sand,Entire home/apt,Tiny home,241.88144,0.8981481,70387.5,198,9.8,0,1,4,34.00175,-118.48508,324,https://a0.muscache.com/im/pictures/c96d1011-f9b0-43bd-80f8-ab630483c238.jpg?aki_policy=x_large,https://airbnb.com/rooms/29124833,26613
11385646,29456236,,,"New Luxury 1Bed/1Bath Suite at 10th & Wilshire, SM",Entire home/apt,Rental unit,151.08333,0.4,1813,9,9.8,1,1,2,34.02211,-118.49167,30,https://a0.muscache.com/im/pictures/5a50d5c7-528f-4b63-a198-b8498d40c152.jpg?aki_policy=x_large,https://airbnb.com/rooms/29456236,26325
11429005,29736739,,,Charming 2BR/2BA Cottage - Close to the Beach,Entire home/apt,Bungalow,326.66666,0.24324325,5880,15,9.5,2,2,5,34.00364,-118.48593,74,https://a0.muscache.com/im/pictures/4685d5c8-6a2b-4179-94ee-3950ef9b0bbf.jpg?aki_policy=x_large,https://airbnb.com/rooms/29736739,26613
11437954,29652032,,,SaMo Retreat,Entire home/apt,Condo,228.8983,0.8428571,13505,9,9.5,1,1.5,2,34.02465,-118.48244,70,https://a0.muscache.com/im/pictures/d6ff5e61-adb8-4779-ae1d-6158f9bc1f7c.jpg?aki_policy=x_large,https://airbnb.com/rooms/29652032,26612
11492337,29682399,,1482763,Endless Summer In Your California Dream,Entire home/apt,Guest suite,275,0.7910864,78100,121,9.9,1,1,2,34.03354,-118.50731,359,https://a0.muscache.com/im/pictures/a4769e29-39d7-47b3-b8e8-61e5a1fc2bf0.jpg?aki_policy=x_large,https://airbnb.com/rooms/29682399,26610
11510864,29862254,,831214,"""Sea Breeze"" Loft-Huge Space with Priv. Roof deck!",Entire home/apt,Rental unit,206.63414,0.97619045,8472,16,10,2,2,6,34.01451,-118.48293,42,https://a0.muscache.com/im/pictures/169be7e6-9ee8-4dea-abee-d11d2019ead6.jpg?aki_policy=x_large,https://airbnb.com/rooms/29862254,26612
11516299,29782146,,,Cute Summer Townhouse close to the Beach!,Entire home/apt,Rental unit,220,0.6666667,440,0,,1,1,2,34.01082,-118.47931,3,https://a0.muscache.com/im/pictures/f16bad43-0067-4708-bc63-9e93687fda3e.jpg?aki_policy=x_large,https://airbnb.com/rooms/29782146,26613
11521800,29778776,,,Gorgeous condo in the heart of Santa Monica!,Entire home/apt,Condo,105.15873,0.61764705,6625,6,9.3,1,1,2,34.0281,-118.49662,102,https://a0.muscache.com/im/pictures/dc115ddc-d2f0-4530-a8df-421ae8e60029.jpg?aki_policy=x_large,https://airbnb.com/rooms/29778776,26611
11564231,29798670,,,"Charming 1Bed/1Bath at 10th & Wilshire, SM",Entire home/apt,Rental unit,141.91783,0.8727273,13624.111,10,9.6,1,1,2,34.022,-118.49188,110,https://a0.muscache.com/im/pictures/miso/Hosting-29798670/original/be208171-b304-4932-b539-269bfda84c16.jpeg?aki_policy=x_large,https://airbnb.com/rooms/29798670,26325
11601240,30022235,,1499694,"The ""Wood & Iron Loft""",Entire home/apt,Rental unit,219.67743,1,6810,20,9.9,2,2,6,34.01391,-118.48198,31,https://a0.muscache.com/im/pictures/3ddbe782-c6cc-436b-92aa-c410997b1490.jpg?aki_policy=x_large,https://airbnb.com/rooms/30022235,26612
11604486,30010696,,,Quaint Santa Monica 1 Bdrm 1 bath in quiet 4-plex,Entire home/apt,Rental unit,105.60618,0.7692308,7392.4326,1,10,1,1,2,34.03228,-118.46196,91,https://a0.muscache.com/im/pictures/583d8b35-7b8d-4d04-a426-7fe18098554d.jpg?aki_policy=x_large,https://airbnb.com/rooms/30010696,26612
11604822,30043076,,,"Lovely 2Bdr next to Montana Ave, beach, Palisades",Entire home/apt,Rental unit,313.443,0.65800864,47643.332,85,9.1,2,1,4,34.02466,-118.50718,231,https://a0.muscache.com/im/pictures/miso/Hosting-30043076/original/3b6dbe9b-3962-4920-9739-4ae4867b2d6a.png?aki_policy=x_large,https://airbnb.com/rooms/30043076,26610
11614935,30128625,,,Light-filled Top Floor Guesthouse with Patio,Entire home/apt,Bungalow,220.49236,0.9478261,72101,266,9.5,0,1,2,34.01895,-118.46907,345,https://a0.muscache.com/im/pictures/0190f3d9-9657-434d-9843-5b40ad52067c.jpg?aki_policy=x_large,https://airbnb.com/rooms/30128625,26613
11718601,30374013,,,Santa Monica Beach (Pod style rental),Shared room,Condo,53.083332,0.9424084,9555,8,10,1,1,2,34.0075,-118.49139,191,https://a0.muscache.com/im/pictures/2ae0aef3-3a44-4b9c-a25b-8c4b0f1d16fa.jpg?aki_policy=x_large,https://airbnb.com/rooms/30374013,26325
11742845,30566237,,,Zen retreat,Entire home/apt,Condo,170,0.35,1190,15,9.9,1,1,2,34.01474,-118.48401,20,https://a0.muscache.com/im/pictures/4ad28d63-5c62-4c50-b84f-e67bcbd5baee.jpg?aki_policy=x_large,https://airbnb.com/rooms/30566237,26612
11770240,29064731,,,⛱️🌊Westside Hideaways w/ PARKING Ultra Clean🏖️🐚,Entire home/apt,Guesthouse,127.11538,0.6554622,9915,44,9.9,1,1,1,34.03625,-118.47186,119,https://a0.muscache.com/im/pictures/34d57448-a06b-4f32-971d-34ea94c78445.jpg?aki_policy=x_large,https://airbnb.com/rooms/29064731,26612
11797438,29488640,,,The Adriana,Private room,Home,136.85274,0.82719547,39961,176,9.9,0,1,2,34.02735,-118.45648,353,https://a0.muscache.com/im/pictures/1c4a8350-0807-4a48-a435-4c3a739fd410.jpg?aki_policy=x_large,https://airbnb.com/rooms/29488640,26612
11880746,11104262,,,"SM 2Bd/1Bth, Just off Montana & 8 Blocks to Beach!",Entire home/apt,Rental unit,177.16216,0.60655737,6555,14,9.7,2,1,2,34.02578,-118.49993,61,https://a0.muscache.com/im/pictures/1aa62258-4094-4235-9c45-480aaa8ccb21.jpg?aki_policy=x_large,https://airbnb.com/rooms/11104262,26611
12038071,31311882,,,Santa Monica Studio Apartment 6 Blocks to Beach,Entire home/apt,Rental unit,86.5,1,346,7,10,0,1,2,34.0173,-118.4906,4,https://a0.muscache.com/im/pictures/d2abab3e-b328-41d1-82d2-b9a0457aff6e.jpg?aki_policy=x_large,https://airbnb.com/rooms/31311882,26325
12038101,31352265,,,Studio Apartment w/small balcony but NO parking!,Entire home/apt,Rental unit,83,0.6,249,7,9.4,0,1,2,34.01578,-118.49211,5,https://a0.muscache.com/im/pictures/d2f5ed1c-c3f6-482b-a84a-9869f5fa0b6c.jpg?aki_policy=x_large,https://airbnb.com/rooms/31352265,26325
12144642,31769766,,,Corner Studio On the Boardwalk next to beach,Entire home/apt,Rental unit,124.83871,0.775,3870,8,9.8,0,1,2,34.01027,-118.49353,40,https://a0.muscache.com/im/pictures/miso/Hosting-31769766/original/feb1bc96-7fe8-4c7d-a9ae-56cb80de3f4a.jpeg?aki_policy=x_large,https://airbnb.com/rooms/31769766,26325
12172231,29462399,,,"Steps to beach, food, shopping, bars & grocery! <3",Private room,Rental unit,136.04445,0.7758621,6122,43,9.9,1,1,1,34.00195,-118.4737,58,https://a0.muscache.com/im/pictures/aacdeaf1-87d4-4016-854a-285066a2085b.jpg?aki_policy=x_large,https://airbnb.com/rooms/29462399,26613
12216360,31649235,,,GREAT DEAL! Aug 25- Sept 25 Poolside & Beachside,Entire home/apt,Condo,266.25,0.15686275,2130,13,10,2,1,4,34.00935,-118.48754,51,https://a0.muscache.com/im/pictures/215e2a76-2204-4d2f-93d6-b9963c51a679.jpg?aki_policy=x_large,https://airbnb.com/rooms/31649235,26613
12292045,31416209,,,Santa Monica Beach Oasis,Entire home/apt,Home,1333.3431,0.92727274,136001,15,10,4,4,10,34.03767,-118.49386,110,https://a0.muscache.com/im/pictures/594c189f-e3b0-4660-9563-f7856fdc9a0e.jpg?aki_policy=x_large,https://airbnb.com/rooms/31416209,26610
12292325,31826550,,,Luxury 1Bed Suite SantaMonica facing Pier & Ocean,Entire home/apt,Rental unit,399.35294,0.75555557,13578,6,9.3,1,1,3,34.00853,-118.49468,45,https://a0.muscache.com/im/pictures/miso/Hosting-31826550/original/8765a64f-4b6c-4302-8655-d26208fb7494.jpeg?aki_policy=x_large,https://airbnb.com/rooms/31826550,26325
12320982,32141756,,,Santa Monica Apartment with Parking! Ocean,Entire home/apt,Rental unit,259.68057,0.8240741,46223.14,237,9.6,0,1,2,34.01621,-118.49623,216,https://a0.muscache.com/im/pictures/2d9f62af-18ec-4eda-b787-fe5a2908b6c1.jpg?aki_policy=x_large,https://airbnb.com/rooms/32141756,26325
12349989,32575981,,,Cozy Studio on the boardwalk walk to pier & beach,Entire home/apt,Rental unit,152,0.5,760,9,9.8,0,1,2,34.01012,-118.49308,10,https://a0.muscache.com/im/pictures/miso/Hosting-32575981/original/5acd52a9-a2db-478b-96ae-4774197d1425.jpeg?aki_policy=x_large,https://airbnb.com/rooms/32575981,26325
12366484,27570047,,1557061,Santa Monica Modern Guesthouse N of Montana Ave.,Entire home/apt,Guesthouse,245.32608,0.76666665,5642.5,63,10,1,1,4,34.03263,-118.49994,30,https://a0.muscache.com/im/pictures/3f5e2fef-82f5-49d6-9a70-063ed06337c2.jpg?aki_policy=x_large,https://airbnb.com/rooms/27570047,26610
12366568,31995481,,,★ Santa Monica Couple''s Getaway ★ Charming ★ 2 Rms,Private room,Home,148.40547,0.7949438,41998.75,102,9.8,1,1,2,34.01923,-118.47312,356,https://a0.muscache.com/im/pictures/d63c1578-ee6a-422e-988d-b55a7ebef490.jpg?aki_policy=x_large,https://airbnb.com/rooms/31995481,26612
12369886,32013337,,,Santa Monica (Studio Apt.),Entire home/apt,Rental unit,164.61539,0.8666667,2140,11,9.6,0,1,4,34.02762,-118.47935,15,https://a0.muscache.com/im/pictures/miso/Hosting-32013337/original/91c89404-2585-4c86-8712-843ec0905fca.jpeg?aki_policy=x_large,https://airbnb.com/rooms/32013337,26612
12415398,28282533,,,Jimmy''s Apartment Rental,Private room,Rental unit,117.424835,0.8668555,35932,182,9.8,1,1,2,34.022,-118.48644,353,https://a0.muscache.com/im/pictures/aaa57d71-fc22-483e-99f5-d0d7f6e01c3b.jpg?aki_policy=x_large,https://airbnb.com/rooms/28282533,26325
12429341,32140972,,,Great Location Santa Monica Studio WITHOUT Parking,Entire home/apt,Rental unit,70.92308,1,922,5,10,0,1,2,34.0158,-118.49199,13,https://a0.muscache.com/im/pictures/d0ea2202-c33b-45d4-ac9f-2e2c8bc432b1.jpg?aki_policy=x_large,https://airbnb.com/rooms/32140972,26325
12442001,30914690,,,Modern Apartment Near The Promenade!,Entire home/apt,Rental unit,317.86792,0.9217391,33694,16,8.5,2,2,4,34.01465,-118.49266,115,https://a0.muscache.com/im/pictures/e2235bfe-c64c-477e-86df-4ffc899c2da1.jpg?aki_policy=x_large,https://airbnb.com/rooms/30914690,26325
12587582,32784011,,,1920s Spanish 3Bed/2Bath at 5th & Montana,Entire home/apt,Rental unit,315.85715,0.5833333,2211,9,9.8,3,2,4,34.02427,-118.50255,12,https://a0.muscache.com/im/pictures/miso/Hosting-32784011/original/2f3ecc56-a803-42a2-b245-4c6efd80979e.jpeg?aki_policy=x_large,https://airbnb.com/rooms/32784011,26611
12587586,32716566,,,"Bright Upper 1Bed/1Bath, 6 Blocks to Beach + A/C!",Entire home/apt,Rental unit,126.71875,0.8888889,4055,9,9.6,1,1,2,34.0251,-118.50134,36,https://a0.muscache.com/im/pictures/8a5fe69c-34a8-4a8d-a2e9-944328f81741.jpg?aki_policy=x_large,https://airbnb.com/rooms/32716566,26611
12643505,27701395,,,FREE PARKING - Condo in Ocean Park Santa Monica,Entire home/apt,Condo,112.24097,0.63846153,9316,13,9.7,1,1,2,34.01492,-118.47738,130,https://a0.muscache.com/im/pictures/miso/Hosting-27701395/original/fb81fcf2-9c35-44c9-8930-1aad60e3a9e5.jpeg?aki_policy=x_large,https://airbnb.com/rooms/27701395,26613
12645963,32834116,,,Charming Studio on the beach next to Board Walk,Entire home/apt,Rental unit,160.35088,0.6,9140,11,9.5,0,1,2,34.00893,-118.49331,95,https://a0.muscache.com/im/pictures/miso/Hosting-32834116/original/2a8a2a19-03cb-493c-8266-e38bbf6a0a0e.jpeg?aki_policy=x_large,https://airbnb.com/rooms/32834116,26325
12705036,32790594,,,Cozy Santa Monica Studio at 10th & Wilshire,Entire home/apt,Rental unit,110.90476,0.5185185,4658,6,9,0,1,2,34.02334,-118.49335,81,https://a0.muscache.com/im/pictures/0356a8b2-a9cc-4c2d-91d5-a0435a53647e.jpg?aki_policy=x_large,https://airbnb.com/rooms/32790594,26611
12705110,32918547,,,Ultra Luxury 1Bed/1Bath at 20th & California Ave.,Entire home/apt,Rental unit,144.97058,0.9444444,4929,13,9.8,1,1,2,34.03473,-118.48422,36,https://a0.muscache.com/im/pictures/f06c77a6-3bc1-4f5e-ae92-5783fbb7ff81.jpg?aki_policy=x_large,https://airbnb.com/rooms/32918547,26611
12705180,32941559,,,Charming 1Bed/1Bath Townhouse in Santa Monica,Entire home/apt,Rental unit,160,1,320,11,10,1,1,2,34.03271,-118.48864,2,https://a0.muscache.com/im/pictures/9ca61c76-77d0-44a5-9e6d-ffdc0ebdc183.jpg?aki_policy=x_large,https://airbnb.com/rooms/32941559,26611
12721205,32865975,,,Ocean View Santa Monica Beach Studio w/ fire pit,Entire home/apt,Guest suite,365.3261,0.71710527,79641.09,195,9.8,0,1,2,34.02994,-118.51138,304,https://a0.muscache.com/im/pictures/04553d7e-8e2f-4119-928f-ecc52dfdb2b2.jpg?aki_policy=x_large,https://airbnb.com/rooms/32865975,26610
12741783,33254793,,,Santa Monica Paradise,Private room,Rental unit,75,0.8032787,3675,2,10,1,1,1,34.03211,-118.50802,61,https://a0.muscache.com/im/pictures/4d3280b4-a7ab-4f0b-a8c6-06de6ac362f8.jpg?aki_policy=x_large,https://airbnb.com/rooms/33254793,26610
12844573,33244959,,,Bright Santa Monica Upper 2Bed/1Bath w/ Balcony,Entire home/apt,Rental unit,263.33334,0.27272728,790,14,9.9,2,1,4,34.03319,-118.48642,11,https://a0.muscache.com/im/pictures/18d44c6f-e180-413c-9caa-d81157e78301.jpg?aki_policy=x_large,https://airbnb.com/rooms/33244959,26611
12919251,17479282,,,Luxury 2bd/2ba,Entire home/apt,Rental unit,238.68852,0.7305389,29120,3,10,2,2,4,34.02451,-118.50732,167,https://a0.muscache.com/im/pictures/4c7caab5-e85a-4b05-8353-24379cbc0a1f.jpg?aki_policy=x_large,https://airbnb.com/rooms/17479282,26610
12920615,33455300,,,Santa Monica in Luxury blocks away from the beach,Entire home/apt,Rental unit,279.10062,0.9311475,79264.57,97,9.6,2,2,2,34.01652,-118.49342,305,https://a0.muscache.com/im/pictures/3d0994a6-20da-4445-a1ea-e6dac6e0da3a.jpg?aki_policy=x_large,https://airbnb.com/rooms/33455300,26325
12920738,33469445,,,5 star accommodation in the heart of Santa Monica,Entire home/apt,Rental unit,270.78326,0.92280704,71216,61,9.7,2,2,2,34.01843,-118.49291,285,https://a0.muscache.com/im/pictures/b41c0161-a676-4d0c-b2ea-cea6cfa5e22c.jpg?aki_policy=x_large,https://airbnb.com/rooms/33469445,26325
12996352,33616148,,,Boardwalk Santa Monica Pier beach Cozy Studio,Entire home/apt,Rental unit,127.428566,0.9459459,4460,14,9.3,0,1,2,34.01352,-118.49547,37,https://a0.muscache.com/im/pictures/miso/Hosting-33616148/original/443f3ed7-31f2-4507-b270-38f87196fb5c.jpeg?aki_policy=x_large,https://airbnb.com/rooms/33616148,26325
13013404,33666829,,,Charming 2Bed/1Bath Townhouse in Santa Monica,Entire home/apt,Rental unit,163.90709,0.8815789,10981.774,12,10,2,1,3,34.03444,-118.48866,76,https://a0.muscache.com/im/pictures/512723f0-302f-4a3e-aa02-9a29991a1632.jpg?aki_policy=x_large,https://airbnb.com/rooms/33666829,26611
13088412,15311751,,,Bright Upper 1Bed/1Bath Bungalow Santa Monica,Entire home/apt,Rental unit,138.27585,1,8020,9,10,1,1,2,34.03359,-118.48428,58,https://a0.muscache.com/im/pictures/a1fab418-9a32-49a7-970e-d1b47907d163.jpg?aki_policy=x_large,https://airbnb.com/rooms/15311751,26611
13127664,32692543,,,Bright convenient place in down town Santa Monica,Private room,Rental unit,59.79905,0.87142855,3647.742,4,9,1,1,1,34.02326,-118.50067,70,https://a0.muscache.com/im/pictures/fcebf168-7847-4bd8-9d78-24a17ded3ae4.jpg?aki_policy=x_large,https://airbnb.com/rooms/32692543,26611
13143906,34183113,,,"Santa Monica 1Bd/1Bth Oasis, Virtually on Montana",Entire home/apt,Rental unit,124.44118,0.7816092,8462,10,10,1,1,2,34.02684,-118.49473,87,https://a0.muscache.com/im/pictures/a8c7871b-a503-407d-9f64-e60d7901243e.jpg?aki_policy=x_large,https://airbnb.com/rooms/34183113,26611
13145506,33938164,,,Be A Montana Ave Local - Montana Ave & SM Beach,Entire home/apt,Rental unit,223.4747,0.79577464,25252.64,3,8.7,2,1.5,4,34.02645,-118.50321,142,https://a0.muscache.com/im/pictures/d05430ff-fd82-402e-b13a-1e899416a636.jpg?aki_policy=x_large,https://airbnb.com/rooms/33938164,26610
13175651,33833994,,,Santa Monica Light Filled House with Parking,Private room,Bungalow,132.57642,0.75328946,30360,55,10,1,1,1,34.01115,-118.46285,304,https://a0.muscache.com/im/pictures/4c11e541-16a5-4bc9-8ed5-9bbe40db5e20.jpg?aki_policy=x_large,https://airbnb.com/rooms/33833994,26613
13231700,34253492,,,Muscle beach studio next to SantaMonica Pier beach,Entire home/apt,Rental unit,155,0.9230769,1860,10,9.6,0,1,2,34.01179,-118.49547,13,https://a0.muscache.com/im/pictures/miso/Hosting-34253492/original/05a493da-8f52-4f59-8993-2b42c15848b8.jpeg?aki_policy=x_large,https://airbnb.com/rooms/34253492,26325
13256869,34230397,,,Chic apartment,Entire home/apt,Rental unit,131.77242,0.72139305,19107,12,7.7,1,1,4,34.02951,-118.48519,201,https://a0.muscache.com/im/pictures/miso/Hosting-34230397/original/72a99324-a43f-4c87-87e7-a3894485f4c9.jpeg?aki_policy=x_large,https://airbnb.com/rooms/34230397,26612
13256913,34230775,,,Newly Apartment,Entire home/apt,Rental unit,129.54716,0.6385542,6866,7,7.7,1,1,4,34.02872,-118.48574,83,https://a0.muscache.com/im/pictures/miso/Hosting-34230775/original/a72d7f3e-9568-4e0d-b048-6c582de0673a.jpeg?aki_policy=x_large,https://airbnb.com/rooms/34230775,26612
13260058,34183387,,,Charming 1Bed/1Bath Upper Apt at 12th & Idaho,Entire home/apt,Rental unit,136.48979,0.6805556,6688,4,10,1,1,2,34.02876,-118.49594,72,https://a0.muscache.com/im/pictures/97c6ec19-1bbd-4292-91bd-fa1004c7cb47.jpg?aki_policy=x_large,https://airbnb.com/rooms/34183387,26611
13264931,34117835,,,Charming 2Bed/1Bath Townhouse at 14th & Montana,Entire home/apt,Rental unit,208.07692,0.4814815,5410,18,9.9,2,1,3,34.03199,-118.49538,54,https://a0.muscache.com/im/pictures/2637decc-0b6c-47f9-97c5-10c9d45eb694.jpg?aki_policy=x_large,https://airbnb.com/rooms/34117835,26611
13264933,33910526,,,Airy SM 3Bed/2.5Bath w/ Parking & Laundry,Entire home/apt,Rental unit,263.1111,0.46875,11840,9,10,3,2.5,6,34.02655,-118.49265,96,https://a0.muscache.com/im/pictures/3aeca450-7def-4195-8916-6c3a296457d6.jpg?aki_policy=x_large,https://airbnb.com/rooms/33910526,26611
13312312,34510708,,2134851,2 Coastal Apartment near beach,Entire home/apt,Rental unit,183,1,3660,5,9.2,1,1,4,34.00374,-118.48321,20,https://a0.muscache.com/im/pictures/015e0afe-b7a4-49c0-88e4-104a6647b18d.jpg?aki_policy=x_large,https://airbnb.com/rooms/34510708,26613
13377859,20950847,,,"Mins from SM beach and pier, food and busses.",Private room,Bungalow,71.46018,0.94957983,8075,38,9.1,1,1,1,34.01012,-118.48257,119,https://a0.muscache.com/im/pictures/1b981be4-2532-4daa-8ea8-949a2c41b589.jpg?aki_policy=x_large,https://airbnb.com/rooms/20950847,26613
13390606,34834677,,,6 Blocks From the Beach - Private Locked Room,Private room,Rental unit,82.870964,0.410596,5138,2,10,1,1,2,34.00851,-118.48252,151,https://a0.muscache.com/im/pictures/7c7df8f2-a82a-4d61-b4d2-fa90a6cb4d41.jpg?aki_policy=x_large,https://airbnb.com/rooms/34834677,26613
13403344,34756560,,,"Cute Upper 1Bed/1Bath, 5 Blocks to Beach!",Entire home/apt,Rental unit,126.6129,0.81578946,7849.9995,12,10,1,1,2,34.02355,-118.50338,76,https://a0.muscache.com/im/pictures/2dd9acdd-e613-46f2-8ff2-d8b79120b944.jpg?aki_policy=x_large,https://airbnb.com/rooms/34756560,26611
13469717,34834931,,,Hotel Like Private Room & Bath 6 Blocks to Beach!,Entire home/apt,Rental unit,141.5,1,2830,71,9.5,1,1,2,34.00885,-118.48189,20,https://a0.muscache.com/im/pictures/miso/Hosting-34834931/original/80a46242-f775-48a8-86e8-d3800fdc5084.jpeg?aki_policy=x_large,https://airbnb.com/rooms/34834931,26613
13486446,34874662,,,6 Blocks from Beach - Private Locked Room,Private room,Rental unit,83.17949,0.43820226,3244,4,9.5,1,1,2,34.00874,-118.48328,89,https://a0.muscache.com/im/pictures/miso/Hosting-34874662/original/58260076-9666-4c5e-aa2a-90f5fb74f0d7.jpeg?aki_policy=x_large,https://airbnb.com/rooms/34874662,26613
13525559,34865012,,,Private Locked Room 6 Blocks From Beach! New Bed!,Private room,Rental unit,80.666664,0.7741935,1936,7,9.1,1,1,2,34.00891,-118.48301,31,https://a0.muscache.com/im/pictures/86e6db5a-a7ab-41dd-bad2-39cc2315764f.jpg?aki_policy=x_large,https://airbnb.com/rooms/34865012,26613
13577086,34999507,,7838215ha,Charming apartment,Entire home/apt,Rental unit,169.68965,0.48333332,4921,8,8.3,1,1,4,34.02883,-118.48593,60,https://a0.muscache.com/im/pictures/miso/Hosting-34999507/original/0f3624f6-0389-4724-900a-a9102f78d77e.jpeg?aki_policy=x_large,https://airbnb.com/rooms/34999507,26612
13626662,34906468,,,Newly Renovated Bright & Chic 3Bed/2Bath in SM,Entire home/apt,Rental unit,227.05714,0.57377046,15894,9,9.3,3,2,5,34.03324,-118.4844,122,https://a0.muscache.com/im/pictures/miso/Hosting-34906468/original/e46418fe-62d9-419e-99b6-bd884aa5bdab.jpeg?aki_policy=x_large,https://airbnb.com/rooms/34906468,26611
13661047,35424106,,1634382,Hotel Like Private Room & Bath 6 Blocks to Beach!!,Entire home/apt,Rental unit,139.25862,0.84671533,16154,49,9.4,1,1,2,34.01017,-118.48311,137,https://a0.muscache.com/im/pictures/7c3793b1-d59c-43a7-bc77-8660c94f0efa.jpg?aki_policy=x_large,https://airbnb.com/rooms/35424106,26613
13729575,32549072,,,Entire Bright Upper Unit 6 Blocks to Beach,Entire home/apt,Rental unit,223.66667,0.13043478,671,8,9.8,1,1,2,34.02425,-118.49968,23,https://a0.muscache.com/im/pictures/ffd00796-4ffe-4e45-946d-7fdb94bf79eb.jpg?aki_policy=x_large,https://airbnb.com/rooms/32549072,26611
13865163,35975299,,,Spectacular Private Spanish Home & Garden,Entire home/apt,Home,410,1,2050,3,10,3,3,6,34.03901,-118.48452,5,https://a0.muscache.com/im/pictures/ca6350e7-7e13-49fe-81de-b87ed0c68068.jpg?aki_policy=x_large,https://airbnb.com/rooms/35975299,26611
13890859,35390035,,1583778,Secluded Studio in Santa Monica Coastal Zone,Entire home/apt,Guesthouse,237.6129,0.7654321,14732,106,10,1,1,3,34.0237,-118.509,81,https://a0.muscache.com/im/pictures/c07e6f7b-cc68-43ab-addc-e391e5f7c9f3.jpg?aki_policy=x_large,https://airbnb.com/rooms/35390035,26610
13934698,35768010,,,"1920’s 2BD/1BA w/ Private Yard, 4 Blocks to Beach",Entire home/apt,Rental unit,176.25,0.43835616,5640,8,9.5,2,1,4,34.02356,-118.50268,73,https://a0.muscache.com/im/pictures/a947937a-032a-47b0-8d60-1943ccb5b351.jpg?aki_policy=x_large,https://airbnb.com/rooms/35768010,26611
13995788,35969924,,410523,Ocean Park Treasure... 3 Blocks to the Beach!,Entire home/apt,Rental unit,216.82707,0.9172414,57676,86,10,1,1,2,34.00504,-118.4866,290,https://a0.muscache.com/im/pictures/bcb928b0-4132-4367-9bbf-1ba9dda1bfcc.jpg?aki_policy=x_large,https://airbnb.com/rooms/35969924,26613
14023707,35994434,,1691296,Stunning Eco Zen Oasis By The Beach,Entire home/apt,Rental unit,463.125,1,7410,35,10,2,2,4,33.99915,-118.47904,16,https://a0.muscache.com/im/pictures/fb11f46d-8172-4f03-96f7-0ea790599a76.jpg?aki_policy=x_large,https://airbnb.com/rooms/35994434,26613
14051107,35938416,,,Private Beach Guestroom,Private room,Home,134.2687,0.8958904,43905.867,39,9.8,1,1,2,34.02878,-118.51479,365,https://a0.muscache.com/im/pictures/b18a5e80-0760-4ba6-a8c2-50b4228b9859.jpg?aki_policy=x_large,https://airbnb.com/rooms/35938416,26610
14065027,36152413,,,Santa Monica Private Room W/Full Bathroom/ Shower,Private room,Condo,125,0.13157895,1250,4,10,1,1,1,34.03336,-118.49414,76,https://a0.muscache.com/im/pictures/99dbd337-ac99-4723-a818-a672805c8dd3.jpg?aki_policy=x_large,https://airbnb.com/rooms/36152413,26611
14213426,36604694,,,"🏖Villa Capri: Lux, Spacious, Clean: Wlk 2 Pier 🏖",Entire home/apt,Condo,411.56204,0.7506849,112768,127,9.1,2,2,5,34.0120935057048,-118.494118296159,365,https://a0.muscache.com/im/pictures/miso/Hosting-36604694/original/141d8d2b-7c87-453e-bab3-06e656227642.jpeg?aki_policy=x_large,https://airbnb.com/rooms/36604694,26325
14216272,36571258,,,Spacious 3Bed/2.5Bath Santa Monica Townhouse,Entire home/apt,Rental unit,262.5,0.33734939,7350,7,9.7,3,2.5,4,34.0322,-118.48403,83,https://a0.muscache.com/im/pictures/bf1041a4-eefe-48f5-b313-d5c9edc486ac.jpg?aki_policy=x_large,https://airbnb.com/rooms/36571258,26611
